"REF_DATE","GEO","DGUID","Prices","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787611","4.1.37","6","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787611","4.1.37","25","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","Statistical discrepancy","Dollars","81","millions","6","v62787611","4.1.37","20","","","","0"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787612","4.1.38","41868","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787612","4.1.38","42531","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787612","4.1.38","43314","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787612","4.1.38","44077","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787612","4.1.38","45586","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787612","4.1.38","43513","","","","0"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787612","4.1.38","46290","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787612","4.1.38","47888","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","Gross domestic product at market prices","Dollars","81","millions","6","v62787612","4.1.38","48849","","","","0"
"2015","Nova Scotia","2016A000212","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62787613","4.1.39","52475","","","","0"
"2016","Nova Scotia","2016A000212","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62787613","4.1.39","53480","","","","0"
"2017","Nova Scotia","2016A000212","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62787613","4.1.39","54532","","","","0"
"2018","Nova Scotia","2016A000212","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62787613","4.1.39","55809","","","","0"
"2019","Nova Scotia","2016A000212","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62787613","4.1.39","57201","","","","0"
"2020","Nova Scotia","2016A000212","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62787613","4.1.39","55786","","","","0"
"2021","Nova Scotia","2016A000212","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62787613","4.1.39","59580","","","","0"
"2022","Nova Scotia","2016A000212","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62787613","4.1.39","61395","","","","0"
"2023","Nova Scotia","2016A000212","Chained (2017) dollars","Final domestic demand","Dollars","81","millions","6","v62787613","4.1.39","62242","","","","0"
"2015","New Brunswick","2016A000213","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62787692","5.1.1","33479","","","","0"
"2016","New Brunswick","2016A000213","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62787692","5.1.1","34066","","","","0"
"2017","New Brunswick","2016A000213","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62787692","5.1.1","34961","","","","0"
"2018","New Brunswick","2016A000213","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62787692","5.1.1","35614","","","","0"
"2019","New Brunswick","2016A000213","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62787692","5.1.1","36258","","","","0"
"2020","New Brunswick","2016A000213","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62787692","5.1.1","35658","","","","0"
"2021","New Brunswick","2016A000213","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62787692","5.1.1","37394","","","","0"
"2022","New Brunswick","2016A000213","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62787692","5.1.1","38486","","","","0"
"2023","New Brunswick","2016A000213","Chained (2017) dollars","Final consumption expenditure","Dollars","81","millions","6","v62787692","5.1.1","39309","","","","0"
"2015","New Brunswick","2016A000213","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62787693","5.1.2","22647","","","","0"
"2016","New Brunswick","2016A000213","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62787693","5.1.2","22862","","","","0"
"2017","New Brunswick","2016A000213","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62787693","5.1.2","23559","","","","0"
"2018","New Brunswick","2016A000213","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62787693","5.1.2","23820","","","","0"
"2019","New Brunswick","2016A000213","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62787693","5.1.2","24197","","","","0"
"2020","New Brunswick","2016A000213","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62787693","5.1.2","23541","","","","0"
"2021","New Brunswick","2016A000213","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62787693","5.1.2","24784","","","","0"
"2022","New Brunswick","2016A000213","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62787693","5.1.2","25434","","","","0"
"2023","New Brunswick","2016A000213","Chained (2017) dollars","Household final consumption expenditure","Dollars","81","millions","6","v62787693","5.1.2","26120","","","","0"
"2015","New Brunswick","2016A000213","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62787694","5.1.3","11534","","","","0"
"2016","New Brunswick","2016A000213","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62787694","5.1.3","11656","","","","0"
"2017","New Brunswick","2016A000213","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62787694","5.1.3","11995","","","","0"
"2018","New Brunswick","2016A000213","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62787694","5.1.3","12037","","","","0"
"2019","New Brunswick","2016A000213","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62787694","5.1.3","12261","","","","0"
"2020","New Brunswick","2016A000213","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62787694","5.1.3","12282","","","","0"
"2021","New Brunswick","2016A000213","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62787694","5.1.3","12918","","","","0"
"2022","New Brunswick","2016A000213","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62787694","5.1.3","12883","","","","0"
"2023","New Brunswick","2016A000213","Chained (2017) dollars","Goods","Dollars","81","millions","6","v62787694","5.1.3","13159","","","","0"
"2015","New Brunswick","2016A000213","Chained (2017) dollars","Durable goods","Dollars","81","millions","6","v62787695","5.1.4","3214","","","","0"
"2016","New Brunswick","2016A000213","Chained (2017) dollars","Durable goods","Dollars","81","millions","6","v62787695","5.1.4","3304","","","","0"
"2017","New Brunswick","2016A000213","Chained (2017) dollars","Durable goods","Dollars","81","millions","6","v62787695","5.1.4","3456","","","","0"
"2018","New Brunswick","2016A000213","Chained (2017) dollars","Durable goods","Dollars","81","millions","6","v62787695","5.1.4","3406","","","","0"
"2019","New Brunswick","2016A000213","Chained (2017) dollars","Durable goods","Dollars","81","millions","6","v62787695","5.1.4","3499","","","","0"
"2020","New Brunswick","2016A000213","Chained (2017) dollars","Durable goods","Dollars","81","millions","6","v62787695","5.1.4","3303","","","","0"
"2021","New Brunswick","2016A000213","Chained (2017) dollars","Durable goods","Dollars","81","millions","6","v62787695","5.1.4","3679","","","","0"
"2022","New Brunswick","2016A000213","Chained (2017) dollars","Durable goods","Dollars","81","millions","6","v62787695","5.1.4","3513","","","","0"
"2023","New Brunswick","2016A000213","Chained (2017) dollars","Durable goods","Dollars","81","millions","6","v62787695","5.1.4","3660","","","","0"
"2015","New Brunswick","2016A000213","Chained (2017) dollars","Semi-durable goods","Dollars","81","millions","6","v62787696","5.1.5","1654","","","","0"
"2016","New Brunswick","2016A000213","Chained (2017) dollars","Semi-durable goods","Dollars","81","millions","6","v62787696","5.1.5","1638","","","","0"
"2017","New Brunswick","2016A000213","Chained (2017) dollars","Semi-durable goods","Dollars","81","millions","6","v62787696","5.1.5","1687","","","","0"
"2018","New Brunswick","2016A000213","Chained (2017) dollars","Semi-durable goods","Dollars","81","millions","6","v62787696","5.1.5","1714","","","","0"
"2019","New Brunswick","2016A000213","Chained (2017) dollars","Semi-durable goods","Dollars","81","millions","6","v62787696","5.1.5","1770","","","","0"
"2020","New Brunswick","2016A000213","Chained (2017) dollars","Semi-durable goods","Dollars","81","millions","6","v62787696","5.1.5","1750","","","","0"
"2021","New Brunswick","2016A000213","Chained (2017) dollars","Semi-durable goods","Dollars","81","millions","6","v62787696","5.1.5","1976","","","","0"
"2022","New Brunswick","2016A000213","Chained (2017) dollars","Semi-durable goods","Dollars","81","millions","6","v62787696","5.1.5","1963","","","","0"
"2023","New Brunswick","2016A000213","Chained (2017) dollars","Semi-durable goods","Dollars","81","millions","6","v62787696","5.1.5","2036","","","","0"
"2015","New Brunswick","2016A000213","Chained (2017) dollars","Non-durable goods","Dollars","81","millions","6","v62787697","5.1.6","6666","","","","0"
"2016","New Brunswick","2016A000213","Chained (2017) dollars","Non-durable goods","Dollars","81","millions","6","v62787697","5.1.6","6714","","","","0"
"2017","New Brunswick","2016A000213","Chained (2017) dollars","Non-durable goods","Dollars","81","millions","6","v62787697","5.1.6","6852","","","","0"
"2018","New Brunswick","2016A000213","Chained (2017) dollars","Non-durable goods","Dollars","81","millions","6","v62787697","5.1.6","6918","","","","0"
"2019","New Brunswick","2016A000213","Chained (2017) dollars","Non-durable goods","Dollars","81","millions","6","v62787697","5.1.6","6994","","","","0"
"2020","New Brunswick","2016A000213","Chained (2017) dollars","Non-durable goods","Dollars","81","millions","6","v62787697","5.1.6","7229","","","","0"
"2021","New Brunswick","2016A000213","Chained (2017) dollars","Non-durable goods","Dollars","81","millions","6","v62787697","5.1.6","7274","","","","0"
"2022","New Brunswick","2016A000213","Chained (2017) dollars","Non-durable goods","Dollars","81","millions","6","v62787697","5.1.6","7413","","","","0"
"2023","New Brunswick","2016A000213","Chained (2017) dollars","Non-durable goods","Dollars","81","millions","6","v62787697","5.1.6","7479","","","","0"
"2015","New Brunswick","2016A000213","Chained (2017) dollars","Services","Dollars","81","millions","6","v62787698","5.1.7","11113","","","","0"
"2016","New Brunswick","2016A000213","Chained (2017) dollars","Services","Dollars","81","millions","6","v62787698","5.1.7","11206","","","","0"
"2017","New Brunswick","2016A000213","Chained (2017) dollars","Services","Dollars","81","millions","6","v62787698","5.1.7","11564","","","","0"
"2018","New Brunswick","2016A000213","Chained (2017) dollars","Services","Dollars","81","millions","6","v62787698","5.1.7","11784","","","","0"
"2019","New Brunswick","2016A000213","Chained (2017) dollars","Services","Dollars","81","millions","6","v62787698","5.1.7","11936","","","","0"
